STT, PO boxing, Lot boxing, Barcode, Line, Model, Time test FU, Time boxing, PIC boxing, Status Lot, Qty_PO
352,20230308_Day_Cell Module_6,VPM23030806BA6045,230220V002750P,6,Cell Module,2023-03-08 08:01:08,3/8/2023 1:10:06 PM,1,Close,552
353,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V005340P,6,Cell Module,2023-03-08 06:14:01,3/8/2023 1:10:21 PM,1,Close,552
354,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V005350P,6,Cell Module,2023-03-08 06:14:50,3/8/2023 1:10:25 PM,1,Close,552
355,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V005370P,6,Cell Module,2023-03-08 06:11:24,3/8/2023 1:10:38 PM,1,Close,552
356,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V005360P,6,Cell Module,2023-03-08 06:15:38,3/8/2023 1:10:41 PM,1,Close,552
357,20230308_Day_Cell Module_6,VPM23030806BA6045,230303V008580P,6,Cell Module,2023-03-08 08:34:45,3/8/2023 1:10:59 PM,1,Close,552
358,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V005380P,6,Cell Module,2023-03-08 06:12:14,3/8/2023 1:11:02 PM,1,Close,552
359,20230308_Day_Cell Module_6,VPM23030806BA6045,230303V008590P,6,Cell Module,2023-03-08 08:35:33,3/8/2023 1:11:17 PM,1,Close,552
360,20230308_Day_Cell Module_6,VPM23030806BA6045,230303V008600P,6,Cell Module,2023-03-08 08:36:23,3/8/2023 1:11:20 PM,1,Close,552
361,20230308_Day_Cell Module_6,VPM23030806BA6046,230303V008620P,6,Cell Module,2023-03-08 08:32:56,3/8/2023 1:12:03 PM,1,Close,552
362,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V004160P,6,Cell Module,2023-03-08 09:34:37,3/8/2023 1:12:06 PM,1,Close,552
363,20230308_Day_Cell Module_6,VPM23030806BA6046,230303V008610P,6,Cell Module,2023-03-08 08:32:07,3/8/2023 1:12:24 PM,1,Close,552
364,20230308_Day_Cell Module_6,VPM23030806BA6046,230303V008630P,6,Cell Module,2023-03-08 08:33:45,3/8/2023 1:12:28 PM,1,Close,552
365,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V002260P,6,Cell Module,2023-03-08 08:30:17,3/8/2023 1:12:42 PM,1,Close,552
366,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V002270P,6,Cell Module,2023-03-08 08:31:05,3/8/2023 1:12:45 PM,1,Close,552
367,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V002280P,6,Cell Module,2023-03-08 08:26:44,3/8/2023 1:12:58 PM,1,Close,552
368,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V002290P,6,Cell Module,2023-03-08 08:27:32,3/8/2023 1:13:02 PM,1,Close,552
369,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V002320P,6,Cell Module,2023-03-08 08:24:54,3/8/2023 1:13:15 PM,1,Close,552
370,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V002310P,6,Cell Module,2023-03-08 08:24:04,3/8/2023 1:13:18 PM,1,Close,552
371,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V002340P,6,Cell Module,2023-03-08 08:21:25,3/8/2023 1:13:37 PM,1,Close,552
372,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V002330P,6,Cell Module,2023-03-08 08:25:43,3/8/2023 1:13:41 PM,1,Close,552
373,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V002360P,6,Cell Module,2023-03-08 08:23:02,3/8/2023 1:13:55 PM,1,Close,552
374,20230308_Day_Cell Module_6,VPM23030806BA6046,230220V002350P,6,Cell Module,2023-03-08 08:22:14,3/8/2023 1:13:58 PM,1,Close,552
375,20230308_Day_Cell Module_6,VPM23030806BA6046,230302V007090P,6,Cell Module,2023-03-08 08:19:16,3/8/2023 1:14:12 PM,1,Close,552
376,20230308_Day_Cell Module_6,VPM23030806BA6046,230302V007080P,6,Cell Module,2023-03-08 08:18:26,3/8/2023 1:14:15 PM,1,Close,552
377,20230308_Day_Cell Module_6,VPM23030806BA6046,230302V006980P,6,Cell Module,2023-03-08 08:15:49,3/8/2023 1:14:29 PM,1,Close,552
378,20230308_Day_Cell Module_6,VPM23030806BA6046,230302V007100P,6,Cell Module,2023-03-08 08:20:05,3/8/2023 1:14:33 PM,1,Close,552
379,20230308_Day_Cell Module_6,VPM23030806BA6046,230302V006970P,6,Cell Module,2023-03-08 08:16:39,3/8/2023 1:14:45 PM,1,Close,552
380,20230308_Day_Cell Module_6,VPM23030806BA6046,230302V006960P,6,Cell Module,2023-03-08 08:17:28,3/8/2023 1:14:49 PM,1,Close,552
381,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V007000P,6,Cell Module,2023-03-08 05:13:28,3/8/2023 1:15:23 PM,1,Close,552
382,20230308_Day_Cell Module_6,VPM23030806BA6047,230220V008370P,6,Cell Module,2023-03-08 04:51:35,3/8/2023 1:15:26 PM,1,Close,552
383,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V005050P,6,Cell Module,2023-03-08 09:03:53,3/8/2023 1:15:42 PM,1,Close,552
384,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V005510P,6,Cell Module,2023-03-08 05:58:30,3/8/2023 1:15:45 PM,1,Close,552
385,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V005060P,6,Cell Module,2023-03-08 09:04:42,3/8/2023 1:15:58 PM,1,Close,552
386,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V005070P,6,Cell Module,2023-03-08 09:05:31,3/8/2023 1:16:02 PM,1,Close,552
387,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V005140P,6,Cell Module,2023-03-08 08:59:16,3/8/2023 1:16:15 PM,1,Close,552
388,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V005130P,6,Cell Module,2023-03-08 09:00:05,3/8/2023 1:16:18 PM,1,Close,552
389,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V006930P,6,Cell Module,2023-03-08 08:53:39,3/8/2023 1:16:34 PM,1,Close,552
390,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V005120P,6,Cell Module,2023-03-08 09:00:55,3/8/2023 1:16:37 PM,1,Close,552
391,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V006940P,6,Cell Module,2023-03-08 08:54:29,3/8/2023 1:16:53 PM,1,Close,552
392,20230308_Day_Cell Module_6,VPM23030806BA6047,230302V006950P,6,Cell Module,2023-03-08 08:55:17,3/8/2023 1:16:56 PM,1,Close,552
393,20230308_Day_Cell Module_6,VPM23030806BA6047,230303V008540P,6,Cell Module,2023-03-08 08:49:51,3/8/2023 1:17:10 PM,1,Close,552
394,20230308_Day_Cell Module_6,VPM23030806BA6047,230303V008520P,6,Cell Module,2023-03-08 08:48:13,3/8/2023 1:17:13 PM,1,Close,552
395,20230308_Day_Cell Module_6,VPM23030806BA6047,230303V008660P,6,Cell Module,2023-03-08 08:45:36,3/8/2023 1:17:34 PM,1,Close,552
396,20230308_Day_Cell Module_6,VPM23030806BA6047,230303V008530P,6,Cell Module,2023-03-08 08:49:02,3/8/2023 1:17:38 PM,1,Close,552
397,20230308_Day_Cell Module_6,VPM23030806BA6047,230303V008650P,6,Cell Module,2023-03-08 08:46:25,3/8/2023 1:17:51 PM,1,Close,552
398,20230308_Day_Cell Module_6,VPM23030806BA6047,230303V008640P,6,Cell Module,2023-03-08 08:47:14,3/8/2023 1:17:54 PM,1,Close,552
399,20230308_Day_Cell Module_6,VPM23030806BA6047,230220V009200P,6,Cell Module,2023-03-08 08:42:52,3/8/2023 1:18:09 PM,1,Close,552
400,20230308_Day_Cell Module_6,VPM23030806BA6047,230220V009190P,6,Cell Module,2023-03-08 08:43:41,3/8/2023 1:18:13 PM,1,Close,552
401,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V004320P,6,Cell Module,2023-03-08 10:29:23,3/8/2023 1:18:38 PM,1,Close,552
402,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V004310P,6,Cell Module,2023-03-08 10:30:12,3/8/2023 1:18:41 PM,1,Close,552
403,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V002790P,6,Cell Module,2023-03-08 10:26:49,3/8/2023 1:18:54 PM,1,Close,552
404,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V004300P,6,Cell Module,2023-03-08 10:31:01,3/8/2023 1:18:58 PM,1,Close,552
405,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V002800P,6,Cell Module,2023-03-08 10:27:38,3/8/2023 1:19:12 PM,1,Close,552
406,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V002810P,6,Cell Module,2023-03-08 10:28:27,3/8/2023 1:19:16 PM,1,Close,552
407,20230308_Day_Cell Module_6,VPM23030806BA6052,230303V000900P,6,Cell Module,2023-03-08 10:24:59,3/8/2023 1:19:29 PM,1,Close,552
408,20230308_Day_Cell Module_6,VPM23030806BA6052,230303V000890P,6,Cell Module,2023-03-08 10:24:10,3/8/2023 1:19:33 PM,1,Close,552
409,20230308_Day_Cell Module_6,VPM23030806BA6052,230303V008570P,6,Cell Module,2023-03-08 08:40:02,3/8/2023 1:19:48 PM,1,Close,552
410,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V009180P,6,Cell Module,2023-03-08 08:44:29,3/8/2023 1:19:52 PM,1,Close,552
411,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V004280P,6,Cell Module,2023-03-08 09:25:56,3/8/2023 1:20:04 PM,1,Close,552
412,20230308_Day_Cell Module_6,VPM23030806BA6052,230303V008560P,6,Cell Module,2023-03-08 08:40:51,3/8/2023 1:20:07 PM,1,Close,552
413,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V004270P,6,Cell Module,2023-03-08 09:26:45,3/8/2023 1:20:20 PM,1,Close,552
414,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V004290P,6,Cell Module,2023-03-08 09:27:34,3/8/2023 1:20:24 PM,1,Close,552
415,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V004130P,6,Cell Module,2023-03-08 09:24:09,3/8/2023 1:20:38 PM,1,Close,552
416,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V004140P,6,Cell Module,2023-03-08 09:23:20,3/8/2023 1:20:42 PM,1,Close,552
417,20230308_Day_Cell Module_6,VPM23030806BA6052,230302V004940P,6,Cell Module,2023-03-08 09:20:41,3/8/2023 1:20:55 PM,1,Close,552
418,20230308_Day_Cell Module_6,VPM23030806BA6052,230220V004120P,6,Cell Module,2023-03-08 09:24:57,3/8/2023 1:20:59 PM,1,Close,552
419,20230308_Day_Cell Module_6,VPM23030806BA6052,230302V005020P,6,Cell Module,2023-03-08 09:12:47,3/8/2023 1:21:15 PM,1,Close,552
420,20230308_Day_Cell Module_6,VPM23030806BA6052,230302V005030P,6,Cell Module,2023-03-08 09:13:36,3/8/2023 1:21:18 PM,1,Close,552
421,20230308_Day_Cell Module_6,VPM23030806BA6053,230302V005080P,6,Cell Module,2023-03-08 09:10:11,3/8/2023 1:21:49 PM,1,Close,552
422,20230308_Day_Cell Module_6,VPM23030806BA6053,230302V005040P,6,Cell Module,2023-03-08 09:14:25,3/8/2023 1:21:52 PM,1,Close,552
423,20230308_Day_Cell Module_6,VPM23030806BA6053,230302V005090P,6,Cell Module,2023-03-08 09:11:00,3/8/2023 1:22:07 PM,1,Close,552
424,20230308_Day_Cell Module_6,VPM23030806BA6053,230302V005110P,6,Cell Module,2023-03-08 09:11:48,3/8/2023 1:22:11 PM,1,Close,552
425,20230308_Day_Cell Module_6,VPM23030806BA6053,230302V005170P,6,Cell Module,2023-03-08 09:09:11,3/8/2023 1:22:26 PM,1,Close,552
426,20230308_Day_Cell Module_6,VPM23030806BA6053,230302V005150P,6,Cell Module,2023-03-08 09:07:33,3/8/2023 1:22:29 PM,1,Close,552
427,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002700P,6,Cell Module,2023-03-08 09:47:09,3/8/2023 1:22:42 PM,1,Close,552
428,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002710P,6,Cell Module,2023-03-08 09:47:58,3/8/2023 1:22:45 PM,1,Close,552
429,20230308_Day_Cell Module_6,VPM23030806BA6053,230218V002650P,6,Cell Module,2023-03-08 09:44:14,3/8/2023 1:23:01 PM,1,Close,552
430,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002720P,6,Cell Module,2023-03-08 09:48:47,3/8/2023 1:23:05 PM,1,Close,552
431,20230308_Day_Cell Module_6,VPM23030806BA6053,230218V002640P,6,Cell Module,2023-03-08 09:45:03,3/8/2023 1:23:18 PM,1,Close,552
432,20230308_Day_Cell Module_6,VPM23030806BA6053,230218V002630P,6,Cell Module,2023-03-08 09:45:52,3/8/2023 1:23:21 PM,1,Close,552
433,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002370P,6,Cell Module,2023-03-08 09:41:35,3/8/2023 1:23:34 PM,1,Close,552
434,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002390P,6,Cell Module,2023-03-08 09:43:13,3/8/2023 1:23:38 PM,1,Close,552
435,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002430P,6,Cell Module,2023-03-08 09:39:00,3/8/2023 1:23:54 PM,1,Close,552
436,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002380P,6,Cell Module,2023-03-08 09:42:24,3/8/2023 1:23:57 PM,1,Close,552
437,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002450P,6,Cell Module,2023-03-08 09:40:38,3/8/2023 1:24:12 PM,1,Close,552
438,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002440P,6,Cell Module,2023-03-08 09:39:49,3/8/2023 1:24:15 PM,1,Close,552
439,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002460P,6,Cell Module,2023-03-08 09:36:24,3/8/2023 1:24:31 PM,1,Close,552
440,20230308_Day_Cell Module_6,VPM23030806BA6053,230220V002470P,6,Cell Module,2023-03-08 09:37:13,3/8/2023 1:24:35 PM,1,Close,552
441,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V004170P,6,Cell Module,2023-03-08 09:33:48,3/8/2023 1:24:53 PM,1,Close,552
442,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V004150P,6,Cell Module,2023-03-08 09:35:26,3/8/2023 1:24:56 PM,1,Close,552
443,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V004260P,6,Cell Module,2023-03-08 09:31:08,3/8/2023 1:25:17 PM,1,Close,552
444,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V004240P,6,Cell Module,2023-03-08 09:32:46,3/8/2023 1:25:20 PM,1,Close,552
445,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V002250P,6,Cell Module,2023-03-08 08:29:27,3/8/2023 1:25:36 PM,1,Close,552
446,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V004250P,6,Cell Module,2023-03-08 09:31:57,3/8/2023 1:25:39 PM,1,Close,552
447,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V004500P,6,Cell Module,2023-03-08 09:28:32,3/8/2023 1:25:55 PM,1,Close,552
448,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V004480P,6,Cell Module,2023-03-08 09:30:10,3/8/2023 1:25:59 PM,1,Close,552
449,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V004490P,6,Cell Module,2023-03-08 09:29:21,3/8/2023 1:26:31 PM,1,Close,552
450,20230308_Day_Cell Module_6,VPM23030806BA6054,230303V008510P,6,Cell Module,2023-03-08 10:17:04,3/8/2023 2:04:40 PM,1,Close,552
451,20230308_Day_Cell Module_6,VPM23030806BA6054,230303V008490P,6,Cell Module,2023-03-08 10:18:42,3/8/2023 2:04:59 PM,1,Close,552
452,20230308_Day_Cell Module_6,VPM23030806BA6054,230303V008500P,6,Cell Module,2023-03-08 10:17:53,3/8/2023 2:05:02 PM,1,Close,552
453,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V002500P,6,Cell Module,2023-03-08 10:03:48,3/8/2023 2:05:15 PM,1,Close,552
454,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V002510P,6,Cell Module,2023-03-08 10:04:37,3/8/2023 2:05:18 PM,1,Close,552
455,20230308_Day_Cell Module_6,VPM23030806BA6054,230303V008460P,6,Cell Module,2023-03-08 10:14:19,3/8/2023 2:05:57 PM,1,Close,552
456,20230308_Day_Cell Module_6,VPM23030806BA6054,230303V008480P,6,Cell Module,2023-03-08 10:15:57,3/8/2023 2:06:00 PM,1,Close,552
457,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V004230P,6,Cell Module,2023-03-08 10:11:43,3/8/2023 2:06:14 PM,1,Close,552
458,20230308_Day_Cell Module_6,VPM23030806BA6054,230303V008470P,6,Cell Module,2023-03-08 10:15:08,3/8/2023 2:06:18 PM,1,Close,552
459,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V002490P,6,Cell Module,2023-03-08 10:02:59,3/8/2023 2:06:30 PM,1,Close,552
460,20230308_Day_Cell Module_6,VPM23030806BA6054,230220V004210P,6,Cell Module,2023-03-08 10:13:21,3/8/2023 2:06:34 PM,1,Close,552
461,20230308_Day_Cell Module_6,VPM23030806BA6055,230303V001530P,6,Cell Module,2023-03-08 08:08:45,3/8/2023 2:07:20 PM,1,Close,552
462,20230308_Day_Cell Module_6,VPM23030806BA6055,230220V002300P,6,Cell Module,2023-03-08 08:28:22,3/8/2023 2:07:23 PM,1,Close,552
463,20230308_Day_Cell Module_6,VPM23030806BA6055,230220V002610P,6,Cell Module,2023-03-08 09:55:03,3/8/2023 2:07:55 PM,1,Close,552
464,20230308_Day_Cell Module_6,VPM23030806BA6055,230302V005390P,6,Cell Module,2023-03-08 06:13:03,3/8/2023 2:07:58 PM,1,Close,552
465,20230308_Day_Cell Module_6,VPM23030806BA6055,230220V002620P,6,Cell Module,2023-03-08 09:55:52,3/8/2023 2:08:12 PM,1,Close,552
466,20230308_Day_Cell Module_6,VPM23030806BA6055,230220V002630P,6,Cell Module,2023-03-08 09:56:41,3/8/2023 2:08:15 PM,1,Close,552
467,20230308_Day_Cell Module_6,VPM23030806BA6055,230220V002640P,6,Cell Module,2023-03-08 09:52:27,3/8/2023 2:08:29 PM,1,Close,552
468,20230308_Day_Cell Module_6,VPM23030806BA6055,230220V002660P,6,Cell Module,2023-03-08 09:54:05,3/8/2023 2:08:33 PM,1,Close,552
469,20230308_Day_Cell Module_6,VPM23030806BA6055,230220V002670P,6,Cell Module,2023-03-08 09:49:50,3/8/2023 2:08:45 PM,1,Close,552
470,20230308_Day_Cell Module_6,VPM23030806BA6055,230220V002650P,6,Cell Module,2023-03-08 09:53:16,3/8/2023 2:08:49 PM,1,Close,552
471,20230308_Day_Cell Module_6,VPM23030806BA6055,230220V002680P,6,Cell Module,2023-03-08 09:50:40,3/8/2023 2:09:02 PM,1,Close,552
472,20230308_Day_Cell Module_6,VPM23030806BA6055,230220V002690P,6,Cell Module,2023-03-08 09:51:29,3/8/2023 2:09:05 PM,1,Close,552
473,20230308_Day_Cell Module_6,VPM23030806BA6055,230303V009380P,6,Cell Module,2023-03-08 10:38:03,3/8/2023 2:09:20 PM,1,Close,552
474,20230308_Day_Cell Module_6,VPM23030806BA6055,230303V009390P,6,Cell Module,2023-03-08 10:37:14,3/8/2023 2:09:23 PM,1,Close,552
475,20230308_Day_Cell Module_6,VPM23030806BA6055,230303V000870P,6,Cell Module,2023-03-08 10:32:46,3/8/2023 2:09:37 PM,1,Close,552
476,20230308_Day_Cell Module_6,VPM23030806BA6055,230303V000860P,6,Cell Module,2023-03-08 10:31:57,3/8/2023 2:09:40 PM,1,Close,552
477,20230308_Day_Cell Module_6,VPM23030806BA6055,230303V009360P,6,Cell Module,2023-03-08 10:34:37,3/8/2023 2:09:54 PM,1,Close,552
478,20230308_Day_Cell Module_6,VPM23030806BA6055,230303V000880P,6,Cell Module,2023-03-08 10:33:35,3/8/2023 2:09:57 PM,1,Close,552
479,20230308_Day_Cell Module_6,VPM23030806BA6055,230303V009340P,6,Cell Module,2023-03-08 10:36:15,3/8/2023 2:10:15 PM,1,Close,552
480,20230308_Day_Cell Module_6,VPM23030806BA6055,230303V009350P,6,Cell Module,2023-03-08 10:35:26,3/8/2023 2:10:18 PM,1,Close,552
481,20230308_Day_Cell Module_6,VPM23030806BA6056,230220V002590P,6,Cell Module,2023-03-08 10:48:26,3/8/2023 3:12:56 PM,1,Close,552
482,20230308_Day_Cell Module_6,VPM23030806BA6056,230220V002600P,6,Cell Module,2023-03-08 10:49:15,3/8/2023 3:13:00 PM,1,Close,552
483,20230308_Day_Cell Module_6,VPM23030806BA6056,230220V002580P,6,Cell Module,2023-03-08 10:47:37,3/8/2023 3:13:15 PM,1,Close,552
484,20230308_Day_Cell Module_6,VPM23030806BA6056,230220V002570P,6,Cell Module,2023-03-08 10:51:51,3/8/2023 3:13:19 PM,1,Close,552
485,20230308_Day_Cell Module_6,VPM23030806BA6056,230220V002550P,6,Cell Module,2023-03-08 10:50:13,3/8/2023 3:14:07 PM,1,Close,552
486,20230308_Day_Cell Module_6,VPM23030806BA6056,230220V002560P,6,Cell Module,2023-03-08 10:51:02,3/8/2023 3:14:10 PM,1,Close,552
487,20230308_Day_Cell Module_6,VPM23030806BA6056,230303V010250P,6,Cell Module,2023-03-08 10:54:36,3/8/2023 3:14:25 PM,1,Close,552
488,20230308_Day_Cell Module_6,VPM23030806BA6056,230303V010240P,6,Cell Module,2023-03-08 10:53:47,3/8/2023 3:14:28 PM,1,Close,552
489,20230308_Day_Cell Module_6,VPM23030806BA6056,230303V010230P,6,Cell Module,2023-03-08 10:52:58,3/8/2023 3:15:34 PM,1,Close,552
490,20230308_Day_Cell Module_6,VPM23030806BA6056,230303V010210P,6,Cell Module,2023-03-08 10:56:23,3/8/2023 3:15:38 PM,1,Close,552
491,20230308_Day_Cell Module_6,VPM23030806BA6056,230303V010200P,6,Cell Module,2023-03-08 10:57:12,3/8/2023 3:16:20 PM,1,Close,552
492,20230308_Day_Cell Module_6,VPM23030806BA6056,230303V010220P,6,Cell Module,2023-03-08 10:55:34,3/8/2023 3:16:24 PM,1,Close,552
493,20230308_Day_Cell Module_6,VPM23030806BA6056,230303V010170P,6,Cell Module,2023-03-08 10:58:10,3/8/2023 3:16:43 PM,1,Close,552
494,20230308_Day_Cell Module_6,VPM23030806BA6056,230303V010180P,6,Cell Module,2023-03-08 10:58:59,3/8/2023 3:16:47 PM,1,Close,552
495,20230308_Day_Cell Module_6,VPM23030806BA6056,230106V008820P,6,Cell Module,2023-03-08 10:21:18,3/8/2023 3:17:09 PM,1,Close,552
496,20230308_Day_Cell Module_6,VPM23030806BA6056,230303V009330P,6,Cell Module,2023-03-08 10:20:29,3/8/2023 3:17:12 PM,1,Close,552
497,20230308_Day_Cell Module_6,VPM23030806BA6056,230106V008840P,6,Cell Module,2023-03-08 10:19:40,3/8/2023 3:17:26 PM,1,Close,552
498,20230308_Day_Cell Module_6,VPM23030806BA6056,230302V007940P,6,Cell Module,2023-03-08 10:22:19,3/8/2023 3:17:29 PM,1,Close,552
499,20230308_Day_Cell Module_6,VPM23030806BA6056,230302V007930P,6,Cell Module,2023-03-08 10:23:08,3/8/2023 3:17:43 PM,1,Close,552
500,20230308_Day_Cell Module_6,VPM23030806BA6056,230303V000910P,6,Cell Module,2023-03-08 10:25:47,3/8/2023 3:17:47 PM,1,Close,552
501,20230308_Day_Cell Module_6,VPM23030806BA6057,230302V005160P,6,Cell Module,2023-03-08 09:08:23,3/8/2023 3:18:23 PM,1,Close,552
502,20230308_Day_Cell Module_6,VPM23030806BA6057,230303V008550P,6,Cell Module,2023-03-08 08:41:40,3/8/2023 3:18:26 PM,1,Close,552
503,20230308_Day_Cell Module_6,VPM23030806BA6057,230106V094840P,6,Cell Module,2023-03-08 12:08:47,3/8/2023 3:18:46 PM,1,Close,552
504,20230308_Day_Cell Module_6,VPM23030806BA6057,230220V002480P,6,Cell Module,2023-03-08 09:38:02,3/8/2023 3:18:50 PM,1,Close,552
505,20230308_Day_Cell Module_6,VPM23030806BA6057,230106V094830P,6,Cell Module,2023-03-08 12:09:36,3/8/2023 3:19:05 PM,1,Close,552
506,20230308_Day_Cell Module_6,VPM23030806BA6057,230106V094820P,6,Cell Module,2023-03-08 12:10:25,3/8/2023 3:19:09 PM,1,Close,552
507,20230308_Day_Cell Module_6,VPM23030806BA6057,230106V095950P,6,Cell Module,2023-03-08 11:04:23,3/8/2023 3:19:22 PM,1,Close,552
508,20230308_Day_Cell Module_6,VPM23030806BA6057,230106V095930P,6,Cell Module,2023-03-08 11:06:01,3/8/2023 3:19:26 PM,1,Close,552
509,20230308_Day_Cell Module_6,VPM23030806BA6057,230303V010160P,6,Cell Module,2023-03-08 11:02:25,3/8/2023 3:19:39 PM,1,Close,552
510,20230308_Day_Cell Module_6,VPM23030806BA6057,230303V010150P,6,Cell Module,2023-03-08 11:01:36,3/8/2023 3:19:42 PM,1,Close,552
511,20230308_Day_Cell Module_6,VPM23030806BA6057,230216V009570P,6,Cell Module,2023-03-08 12:40:08,3/8/2023 3:19:56 PM,1,Close,552
512,20230308_Day_Cell Module_6,VPM23030806BA6057,230216V009550P,6,Cell Module,2023-03-08 12:41:46,3/8/2023 3:19:59 PM,1,Close,552
513,20230308_Day_Cell Module_6,VPM23030806BA6057,230302V006240P,6,Cell Module,2023-03-08 12:37:32,3/8/2023 3:20:12 PM,1,Close,552
514,20230308_Day_Cell Module_6,VPM23030806BA6057,230216V009560P,6,Cell Module,2023-03-08 12:40:57,3/8/2023 3:20:15 PM,1,Close,552
515,20230308_Day_Cell Module_6,VPM23030806BA6057,230302V006250P,6,Cell Module,2023-03-08 12:38:21,3/8/2023 3:20:40 PM,1,Close,552
516,20230308_Day_Cell Module_6,VPM23030806BA6057,230302V006260P,6,Cell Module,2023-03-08 12:39:10,3/8/2023 3:20:43 PM,1,Close,552
517,20230308_Day_Cell Module_6,VPM23030806BA6057,230303V009690P,6,Cell Module,2023-03-08 12:34:56,3/8/2023 3:20:57 PM,1,Close,552
518,20230308_Day_Cell Module_6,VPM23030806BA6057,230303V009670P,6,Cell Module,2023-03-08 12:36:34,3/8/2023 3:21:01 PM,1,Close,552
519,20230308_Day_Cell Module_6,VPM23030806BA6057,230303V002970P,6,Cell Module,2023-03-08 12:32:20,3/8/2023 3:21:15 PM,1,Close,552
520,20230308_Day_Cell Module_6,VPM23030806BA6057,230303V009680P,6,Cell Module,2023-03-08 12:35:45,3/8/2023 3:21:19 PM,1,Close,552
521,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V010280P,6,Cell Module,2023-03-08 10:45:01,3/8/2023 3:21:36 PM,1,Close,552
522,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V010260P,6,Cell Module,2023-03-08 10:46:39,3/8/2023 3:21:40 PM,1,Close,552
523,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V010130P,6,Cell Module,2023-03-08 10:44:01,3/8/2023 3:21:54 PM,1,Close,552
524,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V010110P,6,Cell Module,2023-03-08 10:42:23,3/8/2023 3:21:58 PM,1,Close,552
525,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V009420P,6,Cell Module,2023-03-08 10:39:49,3/8/2023 3:22:13 PM,1,Close,552
526,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V010120P,6,Cell Module,2023-03-08 10:43:12,3/8/2023 3:22:17 PM,1,Close,552
527,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V009410P,6,Cell Module,2023-03-08 10:40:38,3/8/2023 3:22:31 PM,1,Close,552
